timestamp,ax,ay,az,gx,gy,gz,mx,my,mz
1777806755.411903,-0.2154781494140625,-0.023942016601562498,9.835380419921874,0.000799387465648855,0.02744563632061069,-0.0005329249770992366,19.05,25.8,48.0
1777806755.4259946,-0.316034619140625,0.09816226806640624,9.677363110351562,-0.0026646248854961837,0.00959264958778626,0.005595712259541985,17.4,26.7,49.35
1777806755.439943,-0.26815058593749996,0.047884033203124995,9.674968908691406,-0.004263399816793893,-0.012523736961832063,0.005862174748091604,17.4,24.9,48.9
1777806755.4538722,-0.3711012573242187,-0.0047884033203125,9.734823950195311,-0.014122511893129772,0.002931087374045802,-0.029310873740458016,17.4,25.2,48.6
1777806755.4677742,-0.3711012573242187,-0.0047884033203125,9.734823950195311,0.009326187099236643,0.04343338563358779,-0.02051761161832061,17.4,25.2,48.6
1777806755.4816775,-0.30406361083984373,0.0430956298828125,9.852139831542969,0.0034640123511450386,0.06821439706870229,-0.014921899358778627,17.55,24.599999999999998,48.0
1777806755.4955838,-0.30885201416015623,0.12449848632812499,9.648632690429688,0.0159877493129771,0.034640123511450384,-0.0261133238778626,17.55,24.599999999999998,48.3
1777806755.5094995,-0.09816226806640624,-0.00239420166015625,9.641450085449218,0.009059724610687023,-0.03650536093129771,-0.00799387465648855,17.55,24.599999999999998,48.3
1777806755.5234025,-0.09816226806640624,-0.00239420166015625,9.641450085449218,0.00959264958778626,-0.016520674290076337,-0.0130566619389313,17.7,25.2,49.35
1777806755.5373237,-0.3112462158203125,0.0718260498046875,9.76116016845703,0.009059724610687023,0.008260337145038169,-0.011724349496183208,17.7,24.9,48.9
1777806755.5512583,-0.28969840087890625,0.06943184814453125,9.715670336914062,0.0018652374198473284,0.031442573648854964,0.0026646248854961837,17.099999999999998,24.599999999999998,48.3
1777806755.565163,-0.3232172241210937,0.1005564697265625,9.617508068847656,0.0021316999083969466,0.024514548946564886,0.0479632479389313,18.15,25.5,48.15
1777806755.5796022,-0.3232172241210937,0.1005564697265625,9.617508068847656,0.006928024702290077,0.06368453476335878,0.010125574564885496,18.75,25.349999999999998,48.3
1777806755.5936837,-0.38786066894531246,0.296881005859375,9.725247143554688,0.010392037053435116,-0.011990811984732825,-0.026646248854961835,17.099999999999998,24.0,49.5
1777806755.6084352,-0.27293898925781246,0.009576806640625,9.813832604980469,0.004263399816793893,0.018385911709923666,-0.02051761161832061,16.2,24.45,48.6
1777806755.6223984,-0.14604630126953125,-0.011971008300781249,9.78031378173828,0.008793262122137404,0.014655436870229008,-0.03810413586259542,18.15,24.9,48.6
1777806755.636322,-0.2609679809570312,0.14604630126953125,9.734823950195311,0.011990811984732825,0.013589586916030535,-0.039969373282442745,15.149999999999999,25.349999999999998,48.75
1777806755.6502388,-0.2609679809570312,0.14604630126953125,9.734823950195311,0.014921899358778627,0.008260337145038169,-0.04396631061068702,17.4,26.25,48.6
1777806755.664146,-0.32561142578124996,0.15562310791015624,9.679757312011718,0.007460949679389314,0.0053292497709923675,-0.024781011435114506,16.2,24.45,49.65
1777806755.6780846,-0.28969840087890625,0.06703764648437499,9.744400756835937,-0.0002664624885496183,-0.017586524244274808,-0.0130566619389313,18.15,25.5,47.85
1777806755.691993,-0.22266075439453123,0.105344873046875,9.718064538574218,0.00639509972519084,-0.014655436870229008,-0.01279019945038168,16.5,25.2,48.9
1777806755.7058952,-0.22266075439453123,0.105344873046875,9.718064538574218,0.012257274473282443,-0.017586524244274808,-0.008260337145038169,16.5,25.2,48.9
1777806755.7197976,-0.354341845703125,0.04548983154296875,9.804255798339844,0.009326187099236643,0.01945176166412214,-0.016520674290076337,16.95,25.5,48.9
1777806755.7337446,-0.28490999755859375,0.1292868896484375,9.775525378417969,0.005062787282442748,0.017320061755725192,-0.03730474839694657,17.849999999999998,24.599999999999998,48.75
1777806755.747653,-0.25139117431640623,0.06703764648437499,9.797073193359374,0.010125574564885496,0.026646248854961835,-0.05569066010687024,18.15,25.5,49.65
1777806755.7615607,-0.25139117431640623,0.06703764648437499,9.797073193359374,0.011724349496183208,0.05302603522137405,-0.018385911709923666,16.5,25.2,49.65
1777806755.775463,-0.28730419921875,0.1149216796875,9.651026892089844,0.011990811984732825,0.02105053659541985,-0.022649311526717557,15.75,24.9,48.6
1777806755.7894018,-0.229843359375,0.11252747802734374,9.648632690429688,0.010924962030534353,-0.000799387465648855,-0.04716386047328244,16.8,25.8,48.3
1777806755.8033137,-0.19871873779296872,0.06703764648437499,9.715670336914062,0.013323124427480917,0.010392037053435116,-0.05462481015267176,17.849999999999998,26.4,49.8
1777806755.8172252,-0.19871873779296872,0.06703764648437499,9.715670336914062,0.0026646248854961837,0.034640123511450384,-0.05062787282442748,17.849999999999998,26.4,49.8
1777806755.8311374,-0.2705447875976562,0.08858546142578125,9.753977563476562,0.0053292497709923675,0.033041348580152674,-0.04849617291603054,19.05,24.599999999999998,48.3
1777806755.845044,-0.18435352783203124,0.04548983154296875,9.746794958496093,0.007460949679389314,-0.0159877493129771,-0.04263399816793894,16.8,24.599999999999998,49.05
1777806755.8589509,-0.30885201416015623,0.13407529296874998,9.770736975097655,0.008526799633587786,-0.023182236503816796,-0.034640123511450384,17.849999999999998,26.849999999999998,49.5
1777806755.872916,-0.30885201416015623,0.13407529296874998,9.770736975097655,0.00639509972519084,0.05009494784732825,-0.016520674290076337,17.4,25.2,48.6
